created_at,text,full_name
31-08-2021,"Deborah Denham, VP of Risk Management for Gardant, discusses her experience having the COVID-19 virus. She talks about why she chose to get the vaccine and offers some final advice for those considering the vaccine.
#GetVaccinated #COVIDvaccine 

https://t.co/X9ckQJLNMn","Illinois, USA"
31-08-2021,We are gonna survive ❤️ #survivalofthefittest #Adaptation #Covid_19 #COVID #CovidVaccine https://t.co/EMLF4fbIWk,"Tennessee, USA"
30-08-2021,"MAYBE we got it wrong . . Maybe those suffering from heart attack, kidney failure, pancreatitis should be IN the hospital beds and the COVID non-vaxxers should be in the hallways waiting for an ICU room. #nonvaxxer #COVIDIOT #CovidVaccine #FloridaCovid #Covid_19","Texas, USA"
30-08-2021,Se alcanza cifra de 2 millones de vacunados con 2 dosis . Gobernador dice se vacunan 7 de cada 10 personas y envía este mensaje a los 3 que lo siguen pensando #covidvaccine #vᴀᴄᴜɴᴀcᴏᴠɪᴅ19 #noticias @notiseis360pr https://t.co/Waz34arjOX,"San Juan, Puerto Rico"
30-08-2021,You know I got the #CovidVaccine a while back and I’m kinda mad nothing big happened like no crazy superpowers I’ve also had radioactive treatments and still nothing cool happened I feel ripped off 😝 https://t.co/eEdSdH2PAW,"Alabama, USA"
29-08-2021,Finding a #CovidVaccine is easy!  Find yours here. https://t.co/jwxqjjIp4w,"Texas, USA"
29-08-2021,Does anyone close to the source have knowledge of when vaccinations will be available for under 12?  Parents need to know.  Thank you.  #CovidVaccine @pfizer @moderna_tx @US_FDA,"Montana, USA"
29-08-2021,"YoungLadies #GenY #Millennials, pardon the intrusion ... have you taken the #covidvaccine .. has it inhibited your reproductive system in any way i.e. menstrual cycle, pregnancy? A young un is shooting questions.. I need info to provide answers. GIVE THANKS!","South Carolina, USA"
29-08-2021,Does the vaccine affect the reproductive system and or future pregnancies? #covidvaccine #pregnancy,"South Carolina, USA"
29-08-2021,#COVID #COVID19 #CovidIsNotOver #CovidVaccine https://t.co/GuJxm8Y61k,"Missouri, USA"
29-08-2021,"Get vaccinated.  Don’t be an asshole.

#VaccinePassport #antivaxxers #DeltaVariant #COVIDIOTS #Freedumb #CovidIsNotOver #DeSantisVariant #GetVaccinated #covidiot  #COVID19 #NaturalImmunity #COVID #CovidVaccine #COVID19Vaccine  (Hashtags provided at random by @Twitter) https://t.co/jrjHb3uFOA","Kansas, USA"
28-08-2021,My vaccination didnt hurt. Arm was only a wee bit tender after. No pain for a huge gain - not getting sick and not giving COVID19 to my wife or others.  #CovidVaccine #GetVaccinated https://t.co/f0izqzmng4,"Maryland, USA"
28-08-2021,"Hey @CDCgov, can we have the hospitals start refusing to treat the unvaccinated (over the age of 12 and with no health conditions preventing them from getting vaccinated.) #COVID #GetVaccinatedNow #antivaxxers #CovidVaccine #DeltaVariant #FaithOverFear","North Carolina, USA"
28-08-2021,"Sorry we didn't do a show tonight on @NoFilterNet folks. Was feeling crappy after 2nd shot and then my underarm started hurting. Going back &amp; forth with Doctor now.
But this does NOT look normal.
#vaccineSideEffects #CovidVaccine
Nurse @MissRobinAustin is taking good care of me. https://t.co/C1evTAv1nW","New Jersey, USA"
27-08-2021,"#vaccination 
#CovidVaccine https://t.co/lyK56epPcN","Maine, USA"
27-08-2021,"Look at this America! Look at yourself! And #Tennessee, not ONE of these fecking teachers was a free enough thinker that they could decide to get the #CovidVaccine?! Seriously? And you dare to call yourselves teachers? Could some other more advanced country please adopt me? https://t.co/adyiiui4F1","Virginia, USA"
26-08-2021,"@RedStateFreedom Nope, live it everyday in the ER, not interested in BS conspiracies &amp; politicized garbage. Hospitals r full, ICUs r full, ERs r overflowing w/ long waits, &amp; me &amp;  my coworkers r burnt out dealing w/ everyone’s BS antics. #CovidVaccine #GetVaccinated #GetVaccinatedNow #Vaccinated","Virginia, USA"
26-08-2021,#COVID19 This is what your “Freedom of choice” for masks is doing! Obviously anti-maskers and anti-vaxxers only care about themselves (this excludes ppl who can’t get the vax 4 med reasons). #antivaxxers #COVID #CovidVaccine https://t.co/V9lnHFJvLs,"Florida, USA"
26-08-2021,"Vaccinated for almost 8 months, Smooth like Butter, how bout you?
#COVID19 #CovidIsNotOver #CovidVaccine https://t.co/pHJaddlyxJ","Virginia, USA"
26-08-2021,I heard on @tiktok_us that the vaccine doesn’t work. Weird. I’m sure this data must be fake. I’ll have to check in with my local shaman and tribal warlord for more accurate information. #COVIDIOTS #CovidVaccine #GetVaccinated #GetTheShot https://t.co/ZI1jnNZLM6,"Kentucky, USA"
25-08-2021,This is America. Not the one I grew up in where we got vaccinations for polio and other diseases AT SCHOOL. NO PARENT COMPLAINED!!  #CovidVaccine #GetVaccinated #WakeUpAmerica https://t.co/wyJjg9nklz,"Massachusetts, USA"
25-08-2021,Only one in four pregnant women have received the #CovidVaccine - one in ten Black women - despite recommendations from @acog and @MySMFM,"Wisconsin, USA"
25-08-2021,"@JSG_54 @HollyKai2 @StefanKertesz Getting the #CovidVaccine is almost always the right thing to do, but you should check with your physician. He or she knows you better than anybody on #medtwitter.","Florida, USA"
24-08-2021,"Should we just start getting blue ink numbers tattooed on our arms... get ahead of the curve?

#Covid19UK #australiaprotests #COVID22 #COVID #COVID19 #CovidVaccine #VaccineMandates #VaccinePassports","Missouri, USA"
24-08-2021,"“Preventable costs for unvaccinated COVID-related hospitalizations totaled $2.3 billion.” 113,000 US Patients Able To Avoid Hospitalization In June, July If Had COVID-19 Vaccine, per
Modern Healthcare (8/23)…Guess who pays? This isn’t about individual freedom #CovidVaccine","California, USA"
24-08-2021,"Ok. It’s been a day now. Can we please list the best #AntiVaxxer excuses after #FDAapproved #PfizerBiontech #CovidVaccine
I’d love to get a massive thread!
#GetVaccinated #GetVaccinatedNow #BoosterShots #GetVaccinatedSaveLives #MaskUpVaxUpGrowUp #COVIDIDIOTS #Ivermectin #sheeple","West Virginia, USA"
24-08-2021,"Just realized the Anti- #CovidVaccine (claiming it needs further testing and more research) people are also saying 

""Look, a single small study found you can treat #COVID19 with _____. I'll just go with that.""","Colorado, USA"
24-08-2021,Had an MRI this evening. I’m curious to know why my Pfizer vaccine microchip didn’t get pulled from my arm by the magnet? 🤦🤦🤦 #Pfizer #CovidVaccine,"Arizona, USA"
24-08-2021,"#NowPlaying Counting Blue Cars (Tell Me Your Thoughts On God) by Dishwalla on @amazonmusic
#phizer
#CovidVaccine
#ScienceMatters
#ScienceIsGod
#Fringe 
https://t.co/RjcHF3tDCU","Arkansas, USA"
23-08-2021,Co-sign #GetVaccinated #CovidVaccine https://t.co/pU53fEax59,"Georgia, USA"
23-08-2021,Ok my Texas friends there is no rational reason to put off getting the #CovidVaccine #GetVaxxedRightNow #ifnovaxyouareatrisk,"Texas, USA"
23-08-2021,Username should now be (BrooklynDad_Compliant) 🙄🙄🙄 #COVID19 #covid #CovidVaccine https://t.co/jPyqYmo08K,"Tennessee, USA"
23-08-2021,"@OurRevolutionPA 

WHY I TOOK THE VACCINE 💉 @KizzyPhD 

#DrewComments #AmericanRescuePlan  #BidenHarris #coronavirus #COVID19 #moderna #covidvaccine #ModernaGang #ncat #mRNA #DrKizzy #kizzmekiaCorbett https://t.co/M1IBiUH8AA","Pennsylvania, USA"
23-08-2021,I am officially out of patience for every patient who thinks #COVID19 or the #CovidVaccine is a “hoax.”  I’m done.  Having trouble remembering why I chose this profession. I understand the Doctor who said he will only see vaccinated pts.,"Alabama, USA"
23-08-2021,"👏👍@US_FDA Approves First #COVID19 Vaccine
“Today, the #FDA approved the 1st #CovidVaccine….known as Pfizer-BioNTech #Covid_19 Vaccine…will now be marketed as Comirnaty for the prevention of COVID-19 disease in individuals 16yrs &amp; older.
@ALPublicHealth
https://t.co/U9RsTNElWs","Alabama, USA"
22-08-2021,"I went into medicine to take care of people, into pediatrics to take of children. Not for political or monetary gain or ulterior motives. 

Science, medicine, and vaccines are gifts of common grace. Please please please, I am begging you: get your #COVIDvaccine now. End/","Pennsylvania, USA"
21-08-2021,I have an immunocompromised patient transplanted a few years ago. Got #CovidVaccine as soon as he could. Now he’s deteriorating from #COVID. All the #COVIDIOTS are responsible for his situation. This is why we vaccinate… to help others. Why can’t people understand this?!?!,"Kentucky, USA"
21-08-2021,FDA Approval of Pfizer BioNTech COVID-19 Vaccine Imminent @cnnbrk @CNN @US_FDA @pfizer @BioNTech_Group @CDCgov #COVID #covid19 #CovidVaccine https://t.co/JXr31C2scQ,"Georgia, USA"
21-08-2021,My cousin @SaumilOzaMD is one of the brave people on the #frontline of #Covid_19 in #Florida …let’s support them by getting the #CovidVaccine and #MaskUp whenever we can…we can beat this again together https://t.co/yYsEkfjL2g,"Maine, USA"
21-08-2021,Hawaiian Island Balcony Views😎🏖 https://t.co/VS512Lc30R via @YouTube #YouTuber #Sugarmommy #Subscribetomychannel #WritingCommnunity #WRITTEN_IN_THE_STARS #blog #TheBachelor #Traveller #SaturdayMotivation #weekendmood #Cardano #AFLLionsEagles #COVID19nsw #CovidVaccine #Aaliyah,"Hawaii, USA"
21-08-2021,"@AnneEri09133384 @jmackbabywoods @KnoppRyan Exactly. The vaccine has been around 9 or so months. Where are the longitudinal studies that support this conspiracy, (infertility) there are none because it is a new vaccine.  Some 12 yr olds are just maturing sexually???? #CovidVaccine #GetVaccinated","Pennsylvania, USA"
21-08-2021,"Boosters for #CovidVaccine 
Dr. @hartman_bill weighs in… https://t.co/3BDzHcuGMH","Minnesota, USA"
20-08-2021,I lied. I'm definitely feeling the effects from my second #CovidVaccine. I'm under two blankets and I still feel cold along with nausea and dry mouth. Ughhhh,"Georgia, USA"
20-08-2021,"My Emergency Medicine colleagues are growing tired of telling sick people: no, you can’t get the #CovidVaccine when you have just been diagnosed with #COVID19. It’s too late.","Wisconsin, USA"
20-08-2021,"Yup, it's true.
Insert reads: Intentionally blank.
Why is that? What are they hiding?
#CovidVaccine https://t.co/iqY3zvEazU","Indiana, USA"
20-08-2021,I can understand fears. I can understand hesitancy. But if I hear one more person compare getting the vaccine to Nazi Germany and the holocaust I am going to lose it. The holocaust should never be your basis of comparison. Getting a vaccine does not equate genocide. #CovidVaccine,"Maine, USA"
20-08-2021,"Kudos to @torybruno and @ulalaunch for taking this action. #CovidVaccine 

https://t.co/HOzRksTlYJ","New York, USA"
20-08-2021,This should be Governor’s Public Service Announcement! #Dewine #CovidVaccine #OhioFindItHere https://t.co/oNH9GCH5tw,"Ohio, USA"
20-08-2021,#CovidVaccine is bs so is the #MaskUp. Shit! https://t.co/G6PcvkKIN7,"Texas, USA"
20-08-2021,"#NowPlaying The Dogs of War (2019 remix [Live]) by Pink Floyd on Amazon Music
#COVID19
#CovidVaccine
#ImFullyVax 💉
#GetVaxMemphis 🤒
#DefendMemphis
#FC901 
https://t.co/EtqC4m7Px0","Arkansas, USA"
20-08-2021,Hi @Combat__COVID and @SecretaryLevine! You know Philly loves a good party. But how about a #CovidVaccine parade? #vaxupphillyparade happens this Sunday! https://t.co/pbrVInWgQe,"Pennsylvania, USA"
20-08-2021,#COVID19 #CovidVaccine https://t.co/ySyLuaLq3f,"Michigan, USA"
19-08-2021,"WTF?! “That was four or five days ago”?  @JoeBiden is unfit to lead our country, but go get your #experimental #CovidVaccine and #BoosterShots while #ThousandsOfAmeriricans are trapped in #Afghanistan! https://t.co/ruHguY37uC","Florida, USA"
19-08-2021,"@BrianKempGA Imagine where we would be without @KeishaBottoms instituting a mask mandate so people could more safely go to work and frequent businesses?  Thank you Mayor!  No one wants a lockdown.  We want safety, not political pandering.  #WearAMask #CovidVaccine","Georgia, USA"
19-08-2021,🙏💙❤️ #CovidVaccine https://t.co/LJTT3Qwgz1,"Maryland, USA"
18-08-2021,"Just in case you haven't figured it out for yourself by now, YOU'RE a #guinea pig for the government to make BIG $$$$ through #pharmaceutical  https://t.co/l6FYBf1K7z #CovidLies #CovidVaccine #moneymaker RT @RealCandaceO @newsmax @ksorbs @kirstiealley
#FakeCovid #WakeUpAmerica","Pennsylvania, USA"
18-08-2021,Vaccines’ Protection Against COVID-19 Waning @nytimes @CDCgov @pfizer @moderna_tx @JNJNews @AnnaKPerson https://t.co/ECCWUqXZp3 #COVID19 #COVIDvaccine #vaccination #nursinghomes #healthcare,"Georgia, USA"
18-08-2021,I had my booster and will still mask up for these reasons! ❤️ #Vaccinated #CovidVaccine #CovidIsNotOver https://t.co/4FXCPcuwd0,"Idaho, USA"
