created_at,text,full_name
30-04-2021,"@nytimes If you need to find a place to get the COVID vaccine, just text your zipcode to 438829.  You'll get locations near you where you can get vaccinated! #vaccinated #COVID19Vaccine #COVID19Vaccination","Colorado, USA"
30-04-2021,#COVID19Vaccine https://t.co/b8Tj03J4EG,"South Carolina, USA"
30-04-2021,"#COVID19Vaccine will be #historical as one of the greatest #CrimesAgainstHumanity 
You are being fed lies by #MSM 
#youarethestudy #MedicalFreedom.
 #antivax and #informed 
#Nuremberg2 
#NurembergCode 
#criminals in #Pharmaceuticals
https://t.co/qvn1JsOlio https://t.co/IDnUuV6toT","New York, USA"
30-04-2021,"@CyaeghaUK @RMCarpiano @DrPanMD @MPerlmanNews @ucrspp @UCRiverside @CDCgov Denying #vaccineSideEffects exist  is #Gaslighting. 
Hiding it from people getting #COVID19Vaccine is NOT #InformedConsent and breaks #NurembergCode #Nuremberg2 
These are worldwide medical experiments and we have the right to refuse. Hang on to your hats!
 #slipperyslope swoosh! https://t.co/Uw0OIWrPYz","New York, USA"
29-04-2021,Reports of menstrual cycle changes after COVID vaccine highlight issues with clinical trials https://t.co/lxajixNHFI #COVID19Vaccine #women #Update #diary 👩‍⚕️♥️,"Pennsylvania, USA"
29-04-2021,More than 5 million people who got a first shot of the @pfizer or @moderna_tx vaccine missed their 2nd doses. Why is this bad news? It's because a single shot of the #COVID19Vaccine may leave people more susceptible to dangerous variants. See the @nytimes: https://t.co/qCefOIkfxp,"Florida, USA"
29-04-2021,"Had Moderna COVID shot number two Tuesday. Yesterday was worthless like flu. Great today. Thanks #scientists and Pharma. 
#COVIDVaccination #vaccinated #Science #COVID19 #COVID19Vaccine #WritingCommunity #author #realestateagent #nashvillerealtor #realtor #home4sale","Tennessee, USA"
29-04-2021,Local #COVID19Vaccine update ⬇️ https://t.co/5wsdCtI63S,"Florida, USA"
29-04-2021,"Okay it's not green peppers, it's 
Sauerkraut I smell, so after 1st shot it was cigarettes, after 2nd shit Sauerkraut. I have never smoked &amp; I don't eat Sauerkraut, I have never cooked it in this house, it's so unbelievably odd to be smelling it continually! #COVID19Vaccine","Michigan, USA"
29-04-2021,Gm @Kymon5 I got my 2nd #COVID19Vaccine Sat-not much side effects-just a sore arm- but Sun night I felt a burning sensation under my arm so I applied very hot towels as hot as I cld stand it &amp;took an aspirin.  The pain subsided by Tues. I’m thinking my Wbcs&amp;lymph went2war,"Illinois, USA"
29-04-2021,#VaxUpPhilly #COVID19Vaccine #BidenAddress https://t.co/65JMCwqkvy,"Pennsylvania, USA"
29-04-2021,"I'M NOT THROWING AWAY MY SHOT!!
Thank you @UWHealth! Got my second Covid shot today. Super easy and smooth, even though I don't like needles. You can get yours today too!
#COVID19Vaccine #CovidVaccine #COVID19Vaccination 
#Hamilton @HamiltonMusical https://t.co/EpOnkqWMeL","Wisconsin, USA"
29-04-2021,@RpsAgainstTrump You mean the #COVID19Vaccine that the #Trump administration had NO rollout plan for? That one?,"Maryland, USA"
29-04-2021,@Uber now allows you to book a #COVID19Vaccine appointment at Walgreens through its app! Pretty cool &amp; easy to do. https://t.co/mTEHaIUbTk,"New York, USA"
29-04-2021,#COVID19Vaccine event in Winter Garden tomorrow!! ⬇️ https://t.co/cx9yiF981z,"Florida, USA"
